question,db,lbl,sql,diff,related_tab_cnts,answer,related_tabs
How many of the male patients are allergic to house dust mites?,synthea,11,SELECT COUNT(DISTINCT T1.patient) FROM patients AS T1 INNER JOIN allergies AS T2 ON T1.patient = T2.PATIENT WHERE T2.DESCRIPTION = 'House dust mite allergy' AND T1.gender = 'M',,2,29.0,synthea#sep#allergies#sep#allergies_details6 [TAB] synthea#sep#allergies#sep#allergies_details3 [TAB] synthea#sep#allergies#sep#allergies_details14 [TAB] synthea#sep#allergies#sep#allergies_details2 [TAB] synthea#sep#allergies#sep#allergies_details10 [TAB] synthea#sep#allergies#sep#allergies_details8 [TAB] synthea#sep#allergies#sep#allergies_details13 [TAB] synthea#sep#allergies#sep#allergies_details0 [TAB] synthea#sep#allergies#sep#allergies_details11 [TAB] synthea#sep#allergies#sep#allergies_details12 [TAB] synthea#sep#allergies#sep#allergies_details9 [TAB] synthea#sep#allergies#sep#allergies_details5 [TAB] synthea#sep#allergies#sep#allergies_details1 [TAB] synthea#sep#allergies#sep#allergies_details4 [TAB] synthea#sep#allergies#sep#allergies_details7 [TAB] synthea#sep#patients
How many women need to take 'Nitroglycerin 0.4 MG/ACTUAT [Nitrolingual]'?,synthea,11,SELECT COUNT(DISTINCT T1.patient) FROM patients AS T1 INNER JOIN medications AS T2 ON T1.patient = T2.PATIENT WHERE T2.DESCRIPTION = 'Nitroglycerin 0.4 MG/ACTUAT [Nitrolingual]' AND T1.gender = 'F',,2,23.0,synthea#sep#patients [TAB] synthea#sep#medications
"From 7/9/2010 to 10/29/2013, how many black patients were immunized with the meningococcal MCV4P vaccine?",synthea,11,SELECT COUNT(DISTINCT T1.patient) FROM patients AS T1 INNER JOIN immunizations AS T2 ON T1.patient = T2.PATIENT WHERE T2.DESCRIPTION = 'meningococcal MCV4P' AND T2.DATE BETWEEN '2010-07-09' AND '2013-10-29' AND T1.race = 'black',,2,10.0,synthea#sep#immunizations#sep#immunizations0 [TAB] synthea#sep#immunizations#sep#immunizations14 [TAB] synthea#sep#immunizations#sep#immunizations1 [TAB] synthea#sep#immunizations#sep#immunizations11 [TAB] synthea#sep#immunizations#sep#immunizations5 [TAB] synthea#sep#immunizations#sep#immunizations6 [TAB] synthea#sep#immunizations#sep#immunizations4 [TAB] synthea#sep#immunizations#sep#immunizations13 [TAB] synthea#sep#immunizations#sep#immunizations3 [TAB] synthea#sep#immunizations#sep#immunizations7 [TAB] synthea#sep#immunizations#sep#immunizations12 [TAB] synthea#sep#immunizations#sep#immunizations8 [TAB] synthea#sep#immunizations#sep#immunizations15 [TAB] synthea#sep#immunizations#sep#immunizations10 [TAB] synthea#sep#immunizations#sep#immunizations2 [TAB] synthea#sep#immunizations#sep#immunizations9 [TAB] synthea#sep#patients#sep#patients_demographics0 [TAB] synthea#sep#patients#sep#patients_demographics1
How many male patients have been described as immune to quadrivalent HPV?,synthea,11,SELECT COUNT(DISTINCT T1.patient) FROM patients AS T1 INNER JOIN immunizations AS T2 ON T1.patient = T2.PATIENT WHERE T2.DESCRIPTION = 'HPV  quadrivalent' AND T1.gender = 'M',,2,90.0,synthea#sep#immunizations#sep#immunizations0 [TAB] synthea#sep#immunizations#sep#immunizations14 [TAB] synthea#sep#immunizations#sep#immunizations1 [TAB] synthea#sep#immunizations#sep#immunizations11 [TAB] synthea#sep#immunizations#sep#immunizations5 [TAB] synthea#sep#immunizations#sep#immunizations6 [TAB] synthea#sep#immunizations#sep#immunizations4 [TAB] synthea#sep#immunizations#sep#immunizations13 [TAB] synthea#sep#immunizations#sep#immunizations3 [TAB] synthea#sep#immunizations#sep#immunizations7 [TAB] synthea#sep#immunizations#sep#immunizations12 [TAB] synthea#sep#immunizations#sep#immunizations8 [TAB] synthea#sep#immunizations#sep#immunizations15 [TAB] synthea#sep#immunizations#sep#immunizations10 [TAB] synthea#sep#immunizations#sep#immunizations2 [TAB] synthea#sep#immunizations#sep#immunizations9 [TAB] synthea#sep#patients
How many different orders with a total price greater than 4000 are cancelled?,car_retails,11,SELECT COUNT(DISTINCT T1.orderNumber) FROM orderdetails AS T1 INNER JOIN orders AS T2 ON T1.orderNumber = T2.orderNumber WHERE T1.quantityOrdered * T1.priceEach > 4000 AND T2.status = 'Cancelled',,2,6.0,car_retails#sep#orderdetails#sep#orderdetails7 [TAB] car_retails#sep#orderdetails#sep#orderdetails8 [TAB] car_retails#sep#orderdetails#sep#orderdetails4 [TAB] car_retails#sep#orderdetails#sep#orderdetails9 [TAB] car_retails#sep#orderdetails#sep#orderdetails3 [TAB] car_retails#sep#orderdetails#sep#orderdetails13 [TAB] car_retails#sep#orderdetails#sep#orderdetails11 [TAB] car_retails#sep#orderdetails#sep#orderdetails12 [TAB] car_retails#sep#orderdetails#sep#orderdetails5 [TAB] car_retails#sep#orderdetails#sep#orderdetails6 [TAB] car_retails#sep#orderdetails#sep#orderdetails2 [TAB] car_retails#sep#orderdetails#sep#orderdetails0 [TAB] car_retails#sep#orderdetails#sep#orderdetails1 [TAB] car_retails#sep#orderdetails#sep#orderdetails10 [TAB] car_retails#sep#orders#sep#orders_status2 [TAB] car_retails#sep#orders#sep#orders_status3 [TAB] car_retails#sep#orders#sep#orders_status5 [TAB] car_retails#sep#orders#sep#orders_status0 [TAB] car_retails#sep#orders#sep#orders_status1 [TAB] car_retails#sep#orders#sep#orders_status4
How many Planes orders were there?,car_retails,1,SELECT COUNT(T1.productCode) FROM orderdetails AS T1 INNER JOIN products AS T2 ON T1.productCode = T2.productCode WHERE T2.productLine = 'Planes',,2,336.0,car_retails#sep#products#sep#ProductBasicInfo6 [TAB] car_retails#sep#products#sep#ProductBasicInfo1 [TAB] car_retails#sep#products#sep#ProductBasicInfo5 [TAB] car_retails#sep#products#sep#ProductBasicInfo3 [TAB] car_retails#sep#products#sep#ProductBasicInfo2 [TAB] car_retails#sep#products#sep#ProductBasicInfo0 [TAB] car_retails#sep#products#sep#ProductBasicInfo4 [TAB] car_retails#sep#orderdetails#sep#orderdetails7 [TAB] car_retails#sep#orderdetails#sep#orderdetails8 [TAB] car_retails#sep#orderdetails#sep#orderdetails4 [TAB] car_retails#sep#orderdetails#sep#orderdetails9 [TAB] car_retails#sep#orderdetails#sep#orderdetails3 [TAB] car_retails#sep#orderdetails#sep#orderdetails13 [TAB] car_retails#sep#orderdetails#sep#orderdetails11 [TAB] car_retails#sep#orderdetails#sep#orderdetails12 [TAB] car_retails#sep#orderdetails#sep#orderdetails5 [TAB] car_retails#sep#orderdetails#sep#orderdetails6 [TAB] car_retails#sep#orderdetails#sep#orderdetails2 [TAB] car_retails#sep#orderdetails#sep#orderdetails0 [TAB] car_retails#sep#orderdetails#sep#orderdetails1 [TAB] car_retails#sep#orderdetails#sep#orderdetails10
How many customers have an employee who reports to William Patterson as their sales representitive?,car_retails,1,SELECT COUNT(t1.customerNumber) FROM customers AS t1 INNER JOIN employees AS t2 ON t1.salesRepEmployeeNumber = t2.employeeNumber WHERE t2.firstName = 'William' AND t2.lastName = 'Patterson',,2,0.0,car_retails#sep#customers#sep#customers_sales3 [TAB] car_retails#sep#customers#sep#customers_sales0 [TAB] car_retails#sep#customers#sep#customers_sales4 [TAB] car_retails#sep#customers#sep#customers_sales1 [TAB] car_retails#sep#customers#sep#customers_sales2 [TAB] car_retails#sep#employees#sep#employees
How many sales representitives are based in the offices in the USA?,car_retails,11,SELECT COUNT(t1.employeeNumber) FROM employees AS t1 INNER JOIN offices AS t2 ON t1.officeCode = t2.officeCode WHERE t2.country = 'USA' AND t1.jobTitle = 'Sales Rep',,2,6.0,car_retails#sep#employees#sep#employees [TAB] car_retails#sep#offices
In how many counties is there a street called Appian Way?,restaurant,1,SELECT COUNT(DISTINCT T2.county) FROM location AS T1 INNER JOIN geographic AS T2 ON T1.city = T2.city WHERE T1.street_name = 'appian way',,2,2.0,restaurant#sep#geographic#sep#geographic5 [TAB] restaurant#sep#geographic#sep#geographic0 [TAB] restaurant#sep#geographic#sep#geographic7 [TAB] restaurant#sep#geographic#sep#geographic1 [TAB] restaurant#sep#geographic#sep#geographic2 [TAB] restaurant#sep#geographic#sep#geographic3 [TAB] restaurant#sep#geographic#sep#geographic8 [TAB] restaurant#sep#geographic#sep#geographic4 [TAB] restaurant#sep#geographic#sep#geographic6 [TAB] restaurant#sep#location#sep#location1 [TAB] restaurant#sep#location#sep#location10 [TAB] restaurant#sep#location#sep#location13 [TAB] restaurant#sep#location#sep#location15 [TAB] restaurant#sep#location#sep#location5 [TAB] restaurant#sep#location#sep#location12 [TAB] restaurant#sep#location#sep#location17 [TAB] restaurant#sep#location#sep#location9 [TAB] restaurant#sep#location#sep#location0 [TAB] restaurant#sep#location#sep#location14 [TAB] restaurant#sep#location#sep#location4 [TAB] restaurant#sep#location#sep#location3 [TAB] restaurant#sep#location#sep#location16 [TAB] restaurant#sep#location#sep#location11 [TAB] restaurant#sep#location#sep#location7 [TAB] restaurant#sep#location#sep#location6 [TAB] restaurant#sep#location#sep#location2 [TAB] restaurant#sep#location#sep#location8
Calculate the average rating of reviews for restaurants in Santa Cruz County.,restaurant,1,SELECT AVG(T2.review) FROM geographic AS T1 INNER JOIN generalinfo AS T2 ON T1.city = T2.city WHERE T1.county = 'santa cruz county',,2,2.29608695652174,restaurant#sep#geographic#sep#geographic5 [TAB] restaurant#sep#geographic#sep#geographic0 [TAB] restaurant#sep#geographic#sep#geographic7 [TAB] restaurant#sep#geographic#sep#geographic1 [TAB] restaurant#sep#geographic#sep#geographic2 [TAB] restaurant#sep#geographic#sep#geographic3 [TAB] restaurant#sep#geographic#sep#geographic8 [TAB] restaurant#sep#geographic#sep#geographic4 [TAB] restaurant#sep#geographic#sep#geographic6 [TAB] restaurant#sep#generalinfo#sep#generalinfo3 [TAB] restaurant#sep#generalinfo#sep#generalinfo5 [TAB] restaurant#sep#generalinfo#sep#generalinfo12 [TAB] restaurant#sep#generalinfo#sep#generalinfo8 [TAB] restaurant#sep#generalinfo#sep#generalinfo6 [TAB] restaurant#sep#generalinfo#sep#generalinfo1 [TAB] restaurant#sep#generalinfo#sep#generalinfo9 [TAB] restaurant#sep#generalinfo#sep#generalinfo16 [TAB] restaurant#sep#generalinfo#sep#generalinfo10 [TAB] restaurant#sep#generalinfo#sep#generalinfo0 [TAB] restaurant#sep#generalinfo#sep#generalinfo14 [TAB] restaurant#sep#generalinfo#sep#generalinfo2 [TAB] restaurant#sep#generalinfo#sep#generalinfo15 [TAB] restaurant#sep#generalinfo#sep#generalinfo13 [TAB] restaurant#sep#generalinfo#sep#generalinfo7 [TAB] restaurant#sep#generalinfo#sep#generalinfo11 [TAB] restaurant#sep#generalinfo#sep#generalinfo4
"How many Thai restaurants can be found in San Pablo Ave, Albany?",restaurant,11,SELECT COUNT(T1.id_restaurant) FROM generalinfo AS T1 INNER JOIN location AS T2 ON T1.id_restaurant = T2.id_restaurant WHERE T1.food_type = 'thai' AND T1.city = 'albany' AND T2.street_name = 'san pablo ave',,2,1.0,restaurant#sep#location#sep#location1 [TAB] restaurant#sep#location#sep#location10 [TAB] restaurant#sep#location#sep#location13 [TAB] restaurant#sep#location#sep#location15 [TAB] restaurant#sep#location#sep#location5 [TAB] restaurant#sep#location#sep#location12 [TAB] restaurant#sep#location#sep#location17 [TAB] restaurant#sep#location#sep#location9 [TAB] restaurant#sep#location#sep#location0 [TAB] restaurant#sep#location#sep#location14 [TAB] restaurant#sep#location#sep#location4 [TAB] restaurant#sep#location#sep#location3 [TAB] restaurant#sep#location#sep#location16 [TAB] restaurant#sep#location#sep#location11 [TAB] restaurant#sep#location#sep#location7 [TAB] restaurant#sep#location#sep#location6 [TAB] restaurant#sep#location#sep#location2 [TAB] restaurant#sep#location#sep#location8 [TAB] restaurant#sep#generalinfo#sep#generalinfo3 [TAB] restaurant#sep#generalinfo#sep#generalinfo5 [TAB] restaurant#sep#generalinfo#sep#generalinfo12 [TAB] restaurant#sep#generalinfo#sep#generalinfo8 [TAB] restaurant#sep#generalinfo#sep#generalinfo6 [TAB] restaurant#sep#generalinfo#sep#generalinfo1 [TAB] restaurant#sep#generalinfo#sep#generalinfo9 [TAB] restaurant#sep#generalinfo#sep#generalinfo16 [TAB] restaurant#sep#generalinfo#sep#generalinfo10 [TAB] restaurant#sep#generalinfo#sep#generalinfo0 [TAB] restaurant#sep#generalinfo#sep#generalinfo14 [TAB] restaurant#sep#generalinfo#sep#generalinfo2 [TAB] restaurant#sep#generalinfo#sep#generalinfo15 [TAB] restaurant#sep#generalinfo#sep#generalinfo13 [TAB] restaurant#sep#generalinfo#sep#generalinfo7 [TAB] restaurant#sep#generalinfo#sep#generalinfo11 [TAB] restaurant#sep#generalinfo#sep#generalinfo4
How many labels of the restaurant have an unknown country?,restaurant,1,SELECT COUNT(T1.label) FROM generalinfo AS T1 INNER JOIN geographic AS T2 ON T1.city = T2.city WHERE T2.county = 'unknown',,2,180.0,restaurant#sep#geographic#sep#geographic5 [TAB] restaurant#sep#geographic#sep#geographic0 [TAB] restaurant#sep#geographic#sep#geographic7 [TAB] restaurant#sep#geographic#sep#geographic1 [TAB] restaurant#sep#geographic#sep#geographic2 [TAB] restaurant#sep#geographic#sep#geographic3 [TAB] restaurant#sep#geographic#sep#geographic8 [TAB] restaurant#sep#geographic#sep#geographic4 [TAB] restaurant#sep#geographic#sep#geographic6 [TAB] restaurant#sep#generalinfo#sep#generalinfo3 [TAB] restaurant#sep#generalinfo#sep#generalinfo5 [TAB] restaurant#sep#generalinfo#sep#generalinfo12 [TAB] restaurant#sep#generalinfo#sep#generalinfo8 [TAB] restaurant#sep#generalinfo#sep#generalinfo6 [TAB] restaurant#sep#generalinfo#sep#generalinfo1 [TAB] restaurant#sep#generalinfo#sep#generalinfo9 [TAB] restaurant#sep#generalinfo#sep#generalinfo16 [TAB] restaurant#sep#generalinfo#sep#generalinfo10 [TAB] restaurant#sep#generalinfo#sep#generalinfo0 [TAB] restaurant#sep#generalinfo#sep#generalinfo14 [TAB] restaurant#sep#generalinfo#sep#generalinfo2 [TAB] restaurant#sep#generalinfo#sep#generalinfo15 [TAB] restaurant#sep#generalinfo#sep#generalinfo13 [TAB] restaurant#sep#generalinfo#sep#generalinfo7 [TAB] restaurant#sep#generalinfo#sep#generalinfo11 [TAB] restaurant#sep#generalinfo#sep#generalinfo4
"Among all indian restaurants in Castro St., Mountainview, how many of them is about cookhouse in their label?",restaurant,11,SELECT COUNT(T1.id_restaurant) FROM location AS T1 INNER JOIN generalinfo AS T2 ON T1.id_restaurant = T2.id_restaurant WHERE T1.street_name = 'castro st' AND T1.city = 'mountain view' AND T2.food_type = 'indian' AND T2.label LIKE '%cookhouse%',,2,1.0,restaurant#sep#location#sep#location1 [TAB] restaurant#sep#location#sep#location10 [TAB] restaurant#sep#location#sep#location13 [TAB] restaurant#sep#location#sep#location15 [TAB] restaurant#sep#location#sep#location5 [TAB] restaurant#sep#location#sep#location12 [TAB] restaurant#sep#location#sep#location17 [TAB] restaurant#sep#location#sep#location9 [TAB] restaurant#sep#location#sep#location0 [TAB] restaurant#sep#location#sep#location14 [TAB] restaurant#sep#location#sep#location4 [TAB] restaurant#sep#location#sep#location3 [TAB] restaurant#sep#location#sep#location16 [TAB] restaurant#sep#location#sep#location11 [TAB] restaurant#sep#location#sep#location7 [TAB] restaurant#sep#location#sep#location6 [TAB] restaurant#sep#location#sep#location2 [TAB] restaurant#sep#location#sep#location8 [TAB] restaurant#sep#generalinfo#sep#generalinfo3 [TAB] restaurant#sep#generalinfo#sep#generalinfo5 [TAB] restaurant#sep#generalinfo#sep#generalinfo12 [TAB] restaurant#sep#generalinfo#sep#generalinfo8 [TAB] restaurant#sep#generalinfo#sep#generalinfo6 [TAB] restaurant#sep#generalinfo#sep#generalinfo1 [TAB] restaurant#sep#generalinfo#sep#generalinfo9 [TAB] restaurant#sep#generalinfo#sep#generalinfo16 [TAB] restaurant#sep#generalinfo#sep#generalinfo10 [TAB] restaurant#sep#generalinfo#sep#generalinfo0 [TAB] restaurant#sep#generalinfo#sep#generalinfo14 [TAB] restaurant#sep#generalinfo#sep#generalinfo2 [TAB] restaurant#sep#generalinfo#sep#generalinfo15 [TAB] restaurant#sep#generalinfo#sep#generalinfo13 [TAB] restaurant#sep#generalinfo#sep#generalinfo7 [TAB] restaurant#sep#generalinfo#sep#generalinfo11 [TAB] restaurant#sep#generalinfo#sep#generalinfo4
"Among all asian restaurants in N. Milpitas Blvd., Milpitas, how many of them have restaurant ID greater than 385?",restaurant,11,SELECT COUNT(T1.id_restaurant) AS num FROM location AS T1 INNER JOIN generalinfo AS T2 ON T1.id_restaurant = T2.id_restaurant WHERE T2.city = 'milpitas' AND T2.food_type = 'asian' AND T1.street_name = 'n milpitas blvd' AND T1.id_restaurant > 385,,2,1.0,restaurant#sep#location#sep#location1 [TAB] restaurant#sep#location#sep#location10 [TAB] restaurant#sep#location#sep#location13 [TAB] restaurant#sep#location#sep#location15 [TAB] restaurant#sep#location#sep#location5 [TAB] restaurant#sep#location#sep#location12 [TAB] restaurant#sep#location#sep#location17 [TAB] restaurant#sep#location#sep#location9 [TAB] restaurant#sep#location#sep#location0 [TAB] restaurant#sep#location#sep#location14 [TAB] restaurant#sep#location#sep#location4 [TAB] restaurant#sep#location#sep#location3 [TAB] restaurant#sep#location#sep#location16 [TAB] restaurant#sep#location#sep#location11 [TAB] restaurant#sep#location#sep#location7 [TAB] restaurant#sep#location#sep#location6 [TAB] restaurant#sep#location#sep#location2 [TAB] restaurant#sep#location#sep#location8 [TAB] restaurant#sep#generalinfo#sep#generalinfo3 [TAB] restaurant#sep#generalinfo#sep#generalinfo5 [TAB] restaurant#sep#generalinfo#sep#generalinfo12 [TAB] restaurant#sep#generalinfo#sep#generalinfo8 [TAB] restaurant#sep#generalinfo#sep#generalinfo6 [TAB] restaurant#sep#generalinfo#sep#generalinfo1 [TAB] restaurant#sep#generalinfo#sep#generalinfo9 [TAB] restaurant#sep#generalinfo#sep#generalinfo16 [TAB] restaurant#sep#generalinfo#sep#generalinfo10 [TAB] restaurant#sep#generalinfo#sep#generalinfo0 [TAB] restaurant#sep#generalinfo#sep#generalinfo14 [TAB] restaurant#sep#generalinfo#sep#generalinfo2 [TAB] restaurant#sep#generalinfo#sep#generalinfo15 [TAB] restaurant#sep#generalinfo#sep#generalinfo13 [TAB] restaurant#sep#generalinfo#sep#generalinfo7 [TAB] restaurant#sep#generalinfo#sep#generalinfo11 [TAB] restaurant#sep#generalinfo#sep#generalinfo4
